subj8_series6_1241,1,0,0,0,0,0
subj8_series6_1242,1,0,0,0,0,0
subj8_series6_1243,1,0,0,0,0,0
subj8_series6_1244,1,0,0,0,0,0
subj8_series6_1245,1,0,0,0,0,0
subj8_series6_1246,1,0,0,0,0,0
subj8_series6_1247,1,0,0,0,0,0
subj8_series6_1248,1,0,0,0,0,0
subj8_series6_1249,1,0,0,0,0,0
subj8_series6_1250,1,0,0,0,0,0
subj8_series6_1251,1,0,0,0,0,0
subj8_series6_1252,1,0,0,0,0,0
subj8_series6_1253,1,0,0,0,0,0
subj8_series6_1254,1,0,0,0,0,0
subj8_series6_1255,1,0,0,0,0,0
subj8_series6_1256,1,0,0,0,0,0
subj8_series6_1257,1,0,0,0,0,0
subj8_series6_1258,1,0,0,0,0,0
subj8_series6_1259,1,0,0,0,0,0
subj8_series6_1260,1,0,0,0,0,0
subj8_series6_1261,1,0,0,0,0,0
subj8_series6_1262,1,0,0,0,0,0
subj8_series6_1263,1,0,0,0,0,0
subj8_series6_1264,1,0,0,0,0,0
subj8_series6_1265,1,0,0,0,0,0
subj8_series6_1266,1,0,0,0,0,0
subj8_series6_1267,1,0,0,0,0,0
subj8_series6_1268,1,0,0,0,0,0
subj8_series6_1269,1,0,0,0,0,0
subj8_series6_1270,1,0,0,0,0,0
subj8_series6_1271,1,0,0,0,0,0
subj8_series6_1272,1,0,0,0,0,0
subj8_series6_1273,1,0,0,0,0,0
subj8_series6_1274,1,0,0,0,0,0
subj8_series6_1275,1,0,0,0,0,0
subj8_series6_1276,1,0,0,0,0,0
subj8_series6_1277,1,0,0,0,0,0
subj8_series6_1278,1,0,0,0,0,0
subj8_series6_1279,1,0,0,0,0,0
subj8_series6_1280,1,0,0,0,0,0
subj8_series6_1281,1,0,0,0,0,0
subj8_series6_1282,1,0,0,0,0,0
subj8_series6_1283,1,0,0,0,0,0
subj8_series6_1284,1,0,0,0,0,0
subj8_series6_1285,1,0,0,0,0,0
subj8_series6_1286,1,0,0,0,0,0
subj8_series6_1287,1,0,0,0,0,0
subj8_series6_1288,1,0,0,0,0,0
subj8_series6_1289,1,0,0,0,0,0
subj8_series6_1290,1,0,0,0,0,0
subj8_series6_1291,1,0,0,0,0,0
subj8_series6_1292,1,0,0,0,0,0
subj8_series6_1293,1,0,0,0,0,0
subj8_series6_1294,1,0,0,0,0,0
subj8_series6_1295,1,0,0,0,0,0
subj8_series6_1296,1,0,0,0,0,0
subj8_series6_1297,1,0,0,0,0,0
subj8_series6_1298,1,0,0,0,0,0
subj8_series6_1299,1,0,0,0,0,0
subj8_series6_1300,1,0,0,0,0,0
subj8_series6_1301,1,0,0,0,0,0
subj8_series6_1302,1,0,0,0,0,0
subj8_series6_1303,1,0,0,0,0,0
subj8_series6_1304,1,0,0,0,0,0
subj8_series6_1305,1,0,0,0,0,0
subj8_series6_1306,1,0,0,0,0,0
subj8_series6_1307,1,0,0,0,0,0
subj8_series6_1308,1,0,0,0,0,0
subj8_series6_1309,1,0,0,0,0,0
subj8_series6_1310,1,0,0,0,0,0
subj8_series6_1311,1,0,0,0,0,0
subj8_series6_1312,1,0,0,0,0,0
subj8_series6_1313,1,0,0,0,0,0
subj8_series6_1314,1,0,0,0,0,0
subj8_series6_1315,1,0,0,0,0,0
subj8_series6_1316,1,0,0,0,0,0
subj8_series6_1317,1,0,0,0,0,0
subj8_series6_1318,1,0,0,0,0,0
subj8_series6_1319,1,0,0,0,0,0
subj8_series6_1320,1,0,0,0,0,0
subj8_series6_1321,1,0,0,0,0,0
subj8_series6_1322,1,0,0,0,0,0
subj8_series6_1323,1,0,0,0,0,0
subj8_series6_1324,1,0,0,0,0,0
subj8_series6_1325,1,0,0,0,0,0
subj8_series6_1326,1,0,0,0,0,0
subj8_series6_1327,1,0,0,0,0,0
subj8_series6_1328,1,0,0,0,0,0
subj8_series6_1329,1,0,0,0,0,0
subj8_series6_1330,1,0,0,0,0,0
subj8_series6_1331,1,0,0,0,0,0
subj8_series6_1332,1,0,0,0,0,0
subj8_series6_1333,1,0,0,0,0,0
subj8_series6_1334,1,0,0,0,0,0
subj8_series6_1335,1,0,0,0,0,0
subj8_series6_1336,1,0,0,0,0,0
subj8_series6_1337,1,0,0,0,0,0
subj8_series6_1338,1,0,0,0,0,0
subj8_series6_1339,1,0,0,0,0,0
subj8_series6_1340,1,0,0,0,0,0
subj8_series6_1341,1,0,0,0,0,0
subj8_series6_1342,1,0,0,0,0,0
subj8_series6_1343,1,0,0,0,0,0
subj8_series6_1344,1,0,0,0,0,0
subj8_series6_1345,1,0,0,0,0,0
subj8_series6_1346,1,0,0,0,0,0
subj8_series6_1347,1,0,0,0,0,0
subj8_series6_1348,1,0,0,0,0,0
subj8_series6_1349,1,0,0,0,0,0
subj8_series6_1350,1,0,0,0,0,0
subj8_series6_1351,1,0,0,0,0,0
subj8_series6_1352,1,0,0,0,0,0
subj8_series6_1353,1,0,0,0,0,0
subj8_series6_1354,1,0,0,0,0,0
subj8_series6_1355,1,0,0,0,0,0
subj8_series6_1356,1,0,0,0,0,0
subj8_series6_1357,1,0,0,0,0,0
subj8_series6_1358,1,0,0,0,0,0
subj8_series6_1359,1,0,0,0,0,0
subj8_series6_1360,1,0,0,0,0,0
subj8_series6_1361,1,0,0,0,0,0
subj8_series6_1362,1,0,0,0,0,0
subj8_series6_1363,1,0,0,0,0,0
subj8_series6_1364,1,0,0,0,0,0
subj8_series6_1365,1,0,0,0,0,0
subj8_series6_1366,1,0,0,0,0,0
subj8_series6_1367,1,0,0,0,0,0
subj8_series6_1368,1,0,0,0,0,0
subj8_series6_1369,1,0,0,0,0,0
subj8_series6_1370,1,0,0,0,0,0
subj8_series6_1371,1,0,0,0,0,0
subj8_series6_1372,1,0,0,0,0,0
subj8_series6_1373,1,0,0,0,0,0
subj8_series6_1374,1,0,0,0,0,0
subj8_series6_1375,1,0,0,0,0,0
subj8_series6_1376,1,0,0,0,0,0
subj8_series6_1377,1,0,0,0,0,0
subj8_series6_1378,1,0,0,0,0,0
subj8_series6_1379,1,0,0,0,0,0
subj8_series6_1380,1,0,0,0,0,0
subj8_series6_1381,1,0,0,0,0,0
subj8_series6_1382,1,0,0,0,0,0
subj8_series6_1383,1,0,0,0,0,0
subj8_series6_1384,1,0,0,0,0,0
subj8_series6_1385,1,0,0,0,0,0
subj8_series6_1386,1,0,0,0,0,0
subj8_series6_1387,1,0,0,0,0,0
subj8_series6_1388,1,0,0,0,0,0
subj8_series6_1389,1,0,0,0,0,0
subj8_series6_1390,1,0,0,0,0,0
subj8_series6_1788,0,1,0,0,0,0
subj8_series6_1789,0,1,0,0,0,0
subj8_series6_1790,0,1,0,0,0,0
subj8_series6_1791,0,1,0,0,0,0
subj8_series6_1792,0,1,0,0,0,0
subj8_series6_1793,0,1,0,0,0,0
subj8_series6_1794,0,1,0,0,0,0
subj8_series6_1795,0,1,0,0,0,0
subj8_series6_1796,0,1,0,0,0,0
subj8_series6_1797,0,1,0,0,0,0
subj8_series6_1798,0,1,0,0,0,0
subj8_series6_1799,0,1,0,0,0,0
subj8_series6_1800,0,1,0,0,0,0
subj8_series6_1801,0,1,0,0,0,0
subj8_series6_1802,0,1,0,0,0,0
subj8_series6_1803,0,1,0,0,0,0
subj8_series6_1804,0,1,0,0,0,0
subj8_series6_1805,0,1,0,0,0,0
subj8_series6_1806,0,1,0,0,0,0
subj8_series6_1807,0,1,0,0,0,0
subj8_series6_1808,0,1,0,0,0,0
subj8_series6_1809,0,1,0,0,0,0
subj8_series6_1810,0,1,0,0,0,0
subj8_series6_1811,0,1,0,0,0,0
subj8_series6_1812,0,1,0,0,0,0
subj8_series6_1813,0,1,0,0,0,0
subj8_series6_1814,0,1,0,0,0,0
subj8_series6_1815,0,1,0,0,0,0
subj8_series6_1816,0,1,0,0,0,0
subj8_series6_1817,0,1,0,0,0,0
subj8_series6_1818,0,1,0,0,0,0
subj8_series6_1819,0,1,0,0,0,0
subj8_series6_1820,0,1,0,0,0,0
subj8_series6_1821,0,1,0,0,0,0
subj8_series6_1822,0,1,0,0,0,0
subj8_series6_1823,0,1,0,0,0,0
subj8_series6_1824,0,1,0,0,0,0
subj8_series6_1825,0,1,0,0,0,0
subj8_series6_1826,0,1,0,0,0,0
subj8_series6_1827,0,1,0,0,0,0
subj8_series6_1828,0,1,0,0,0,0
subj8_series6_1829,0,1,0,0,0,0
subj8_series6_1830,0,1,0,0,0,0
subj8_series6_1831,0,1,0,0,0,0
subj8_series6_1832,0,1,0,0,0,0
subj8_series6_1833,0,1,0,0,0,0
subj8_series6_1834,0,1,0,0,0,0
subj8_series6_1835,0,1,0,0,0,0
subj8_series6_1836,0,1,0,0,0,0
subj8_series6_1837,0,1,0,0,0,0
subj8_series6_1838,0,1,0,0,0,0
subj8_series6_1839,0,1,0,0,0,0
subj8_series6_1840,0,1,0,0,0,0
subj8_series6_1841,0,1,0,0,0,0
subj8_series6_1842,0,1,0,0,0,0
subj8_series6_1843,0,1,0,0,0,0
subj8_series6_1844,0,1,0,0,0,0
subj8_series6_1845,0,1,0,0,0,0
subj8_series6_1846,0,1,0,0,0,0
subj8_series6_1847,0,1,0,0,0,0
subj8_series6_1848,0,1,0,0,0,0
subj8_series6_1849,0,1,0,0,0,0
subj8_series6_1850,0,1,0,0,0,0
subj8_series6_1851,0,1,0,0,0,0
subj8_series6_1852,0,1,0,0,0,0
subj8_series6_1853,0,1,0,0,0,0
subj8_series6_1854,0,1,0,0,0,0
subj8_series6_1855,0,1,0,0,0,0
subj8_series6_1856,0,1,0,0,0,0
subj8_series6_1857,0,1,0,0,0,0
subj8_series6_1858,0,1,0,0,0,0
subj8_series6_1859,0,1,0,0,0,0
subj8_series6_1860,0,1,0,0,0,0
subj8_series6_1861,0,1,0,0,0,0
subj8_series6_1862,0,1,0,0,0,0
subj8_series6_1863,0,1,0,0,0,0
subj8_series6_1864,0,1,0,0,0,0
subj8_series6_1865,0,1,0,0,0,0
subj8_series6_1866,0,1,0,0,0,0
subj8_series6_1867,0,1,0,0,0,0
subj8_series6_1868,0,1,0,0,0,0
subj8_series6_1869,0,1,0,0,0,0
subj8_series6_1870,0,1,0,0,0,0
subj8_series6_1871,0,1,0,0,0,0
subj8_series6_1872,0,1,0,0,0,0
subj8_series6_1873,0,1,0,0,0,0
subj8_series6_1874,0,1,0,0,0,0
subj8_series6_1875,0,1,0,0,0,0
subj8_series6_1876,0,1,0,0,0,0
subj8_series6_1877,0,1,0,0,0,0
subj8_series6_1878,0,1,0,0,0,0
subj8_series6_1879,0,1,0,0,0,0
subj8_series6_1880,0,1,0,0,0,0
subj8_series6_1881,0,1,0,0,0,0
subj8_series6_1882,0,1,0,0,0,0
subj8_series6_1883,0,1,0,0,0,0
subj8_series6_1884,0,1,0,0,0,0
subj8_series6_1885,0,1,0,0,0,0
subj8_series6_1886,0,1,0,0,0,0
subj8_series6_1887,0,1,0,0,0,0
subj8_series6_1888,0,1,0,0,0,0
subj8_series6_1889,0,1,0,0,0,0
subj8_series6_1890,0,1,0,0,0,0
subj8_series6_1891,0,1,0,0,0,0
subj8_series6_1892,0,1,0,0,0,0
subj8_series6_1893,0,1,0,0,0,0
subj8_series6_1894,0,1,0,0,0,0
subj8_series6_1895,0,1,0,0,0,0
subj8_series6_1896,0,1,0,0,0,0
subj8_series6_1897,0,1,0,0,0,0
subj8_series6_1898,0,1,0,0,0,0
subj8_series6_1899,0,1,0,0,0,0
subj8_series6_1900,0,1,0,0,0,0
subj8_series6_1901,0,1,0,0,0,0
subj8_series6_1902,0,1,0,0,0,0
subj8_series6_1903,0,1,0,0,0,0
subj8_series6_1904,0,1,0,0,0,0
subj8_series6_1905,0,1,0,0,0,0
subj8_series6_1906,0,1,0,0,0,0
subj8_series6_1907,0,1,0,0,0,0
subj8_series6_1908,0,1,0,0,0,0
subj8_series6_1909,0,1,0,0,0,0
subj8_series6_1910,0,1,0,0,0,0
subj8_series6_1911,0,1,0,0,0,0
subj8_series6_1912,0,1,0,0,0,0
subj8_series6_1913,0,1,0,0,0,0
subj8_series6_1914,0,1,0,0,0,0
subj8_series6_1915,0,1,0,0,0,0
subj8_series6_1916,0,1,0,0,0,0
subj8_series6_1917,0,1,0,0,0,0
subj8_series6_1918,0,1,0,0,0,0
subj8_series6_1919,0,1,0,0,0,0
subj8_series6_1920,0,1,0,0,0,0
subj8_series6_1921,0,1,0,0,0,0
subj8_series6_1922,0,1,0,0,0,0
subj8_series6_1923,0,1,0,0,0,0
subj8_series6_1924,0,1,0,0,0,0
subj8_series6_1925,0,1,0,0,0,0
subj8_series6_1926,0,1,0,0,0,0
subj8_series6_1927,0,1,0,0,0,0
subj8_series6_1928,0,1,0,0,0,0
subj8_series6_1929,0,1,0,0,0,0
subj8_series6_1930,0,1,0,0,0,0
subj8_series6_1931,0,1,0,0,0,0
subj8_series6_1932,0,1,0,0,0,0
subj8_series6_1933,0,1,0,0,0,0
subj8_series6_1934,0,1,0,0,0,0
subj8_series6_1935,0,1,0,0,0,0
subj8_series6_1936,0,1,0,0,0,0
subj8_series6_1937,0,1,0,0,0,0
subj8_series6_1938,0,0,1,0,0,0
subj8_series6_1939,0,0,1,0,0,0
subj8_series6_1940,0,0,1,0,0,0
subj8_series6_1941,0,0,1,0,0,0
subj8_series6_1942,0,0,1,0,0,0
subj8_series6_1943,0,0,1,0,0,0
subj8_series6_1944,0,0,1,0,0,0
subj8_series6_1945,0,0,1,0,0,0
subj8_series6_1946,0,0,1,0,0,0
subj8_series6_1947,0,0,1,0,0,0
subj8_series6_1948,0,0,1,0,0,0
subj8_series6_1949,0,0,1,0,0,0
subj8_series6_1950,0,0,1,0,0,0
subj8_series6_1951,0,0,1,0,0,0
subj8_series6_1952,0,0,1,0,0,0
subj8_series6_1953,0,0,1,0,0,0
subj8_series6_1954,0,0,1,0,0,0
subj8_series6_1955,0,0,1,0,0,0
subj8_series6_1956,0,0,1,0,0,0
subj8_series6_1957,0,0,1,0,0,0
subj8_series6_1958,0,0,1,0,0,0
subj8_series6_1959,0,0,1,0,0,0
subj8_series6_1960,0,0,1,0,0,0
subj8_series6_1961,0,0,1,0,0,0
subj8_series6_1962,0,0,1,0,0,0
subj8_series6_1963,0,0,1,0,0,0
subj8_series6_1964,0,0,1,0,0,0
subj8_series6_1965,0,0,1,0,0,0
subj8_series6_1966,0,0,1,0,0,0
subj8_series6_1967,0,0,1,0,0,0
subj8_series6_1968,0,0,1,0,0,0
subj8_series6_1969,0,0,1,0,0,0
subj8_series6_1970,0,0,1,0,0,0
subj8_series6_1971,0,0,1,0,0,0
subj8_series6_1972,0,0,1,0,0,0
subj8_series6_1973,0,0,1,0,0,0
subj8_series6_1974,0,0,1,0,0,0
subj8_series6_1975,0,0,1,0,0,0
subj8_series6_1976,0,0,1,0,0,0
subj8_series6_1977,0,0,1,0,0,0
subj8_series6_1978,0,0,1,0,0,0
subj8_series6_1979,0,0,1,0,0,0
subj8_series6_1980,0,0,1,0,0,0
subj8_series6_1981,0,0,1,0,0,0
subj8_series6_1982,0,0,1,0,0,0
subj8_series6_1983,0,0,1,0,0,0
subj8_series6_1984,0,0,1,0,0,0
subj8_series6_1985,0,0,1,0,0,0
subj8_series6_1986,0,0,1,0,0,0
subj8_series6_1987,0,0,1,0,0,0
subj8_series6_1988,0,0,1,0,0,0
subj8_series6_1989,0,0,1,0,0,0
subj8_series6_1990,0,0,1,0,0,0
subj8_series6_1991,0,0,1,0,0,0
subj8_series6_1992,0,0,1,0,0,0
subj8_series6_1993,0,0,1,0,0,0
subj8_series6_1994,0,0,1,0,0,0
subj8_series6_1995,0,0,1,0,0,0
subj8_series6_1996,0,0,1,0,0,0
subj8_series6_1997,0,0,1,0,0,0
subj8_series6_1998,0,0,1,0,0,0
subj8_series6_1999,0,0,1,0,0,0
subj8_series6_2000,0,0,1,0,0,0
subj8_series6_2001,0,0,1,0,0,0
subj8_series6_2002,0,0,1,0,0,0
subj8_series6_2003,0,0,1,0,0,0
subj8_series6_2004,0,0,1,0,0,0
subj8_series6_2005,0,0,1,0,0,0
subj8_series6_2006,0,0,1,0,0,0
subj8_series6_2007,0,0,1,0,0,0
subj8_series6_2008,0,0,1,0,0,0
subj8_series6_2009,0,0,1,0,0,0
subj8_series6_2010,0,0,1,0,0,0
subj8_series6_2011,0,0,1,0,0,0
subj8_series6_2012,0,0,1,0,0,0
subj8_series6_2013,0,0,1,0,0,0
subj8_series6_2014,0,0,1,0,0,0
subj8_series6_2015,0,0,1,0,0,0
subj8_series6_2016,0,0,1,0,0,0
subj8_series6_2017,0,0,1,0,0,0
subj8_series6_2018,0,0,1,0,0,0
subj8_series6_2019,0,0,1,0,0,0
subj8_series6_2020,0,0,1,0,0,0
subj8_series6_2021,0,0,1,0,0,0
subj8_series6_2022,0,0,1,0,0,0
subj8_series6_2023,0,0,1,0,0,0
subj8_series6_2024,0,0,1,0,0,0
subj8_series6_2025,0,0,1,0,0,0
subj8_series6_2026,0,0,1,0,0,0
subj8_series6_2027,0,0,1,0,0,0
subj8_series6_2028,0,0,1,0,0,0
subj8_series6_2029,0,0,1,0,0,0
subj8_series6_2030,0,0,1,0,0,0
subj8_series6_2031,0,0,1,0,0,0
subj8_series6_2032,0,0,1,0,0,0
subj8_series6_2033,0,0,1,0,0,0
subj8_series6_2034,0,0,1,0,0,0
subj8_series6_2035,0,0,1,0,0,0
subj8_series6_2036,0,0,1,0,0,0
subj8_series6_2037,0,0,1,0,0,0
subj8_series6_2038,0,0,0,1,0,0
subj8_series6_2039,0,0,0,1,0,0
subj8_series6_2040,0,0,0,1,0,0
subj8_series6_2041,0,0,0,1,0,0
subj8_series6_2042,0,0,0,1,0,0
subj8_series6_2043,0,0,0,1,0,0
subj8_series6_2044,0,0,0,1,0,0
subj8_series6_2045,0,0,0,1,0,0
subj8_series6_2046,0,0,0,1,0,0
subj8_series6_2047,0,0,0,1,0,0
subj8_series6_2048,0,0,0,1,0,0
subj8_series6_2049,0,0,0,1,0,0
